"","Hub","ID","Animal.Sex","Animal.Length..m.","Date","Date.Time"
"4964","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:10:00"
"4965","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:11:00"
"4966","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:12:00"
"4967","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:13:00"
"4968","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:14:00"
"4969","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 12:17:00"
"4970","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:18:00"
"4971","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:18:00"
"4972","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:22:00"
"4973","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:26:00"
"4974","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:28:00"
"4975","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:30:00"
"4976","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:32:00"
"4977","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:35:00"
"4978","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:37:00"
"4979","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:40:00"
"4980","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 12:42:00"
"4981","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:45:00"
"4982","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:46:00"
"4983","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 12:48:00"
"4984","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:49:00"
"4985","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:50:00"
"4986","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 12:53:00"
"4987","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 12:55:00"
"4988","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 13:00:00"
"4989","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 13:01:00"
"4990","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 13:02:00"
"4991","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 13:02:00"
"4992","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 13:03:00"
"4993","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 13:03:00"
"4994","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 13:05:00"
"4995","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 13:05:00"
"4996","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 13:08:00"
"4997","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:10:00"
"4998","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:12:00"
"4999","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:14:00"
"5000","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:18:00"
"5001","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:21:00"
"5002","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:24:00"
"5003","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:26:00"
"5004","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:28:00"
"5005","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:30:00"
"5006","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:35:00"
"5007","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:41:00"
"5008","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:45:00"
"5009","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 13:47:00"
"5010","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 13:51:00"
"5011","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:01:00"
"5012","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:05:00"
"5013","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 14:07:00"
"5014","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:08:00"
"5015","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:11:00"
"5016","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 14:11:00"
"5017","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:13:00"
"5018","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 14:16:00"
"5019","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:17:00"
"5020","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:18:00"
"5021","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:21:00"
"5022","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:22:00"
"5023","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:26:00"
"5024","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:27:00"
"5025","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:28:00"
"5026","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 14:28:00"
"5027","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:29:00"
"5028","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:30:00"
"5029","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:31:00"
"5030","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:33:00"
"5031","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:33:00"
"5032","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:34:00"
"5033","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:35:00"
"5034","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:36:00"
"5035","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:37:00"
"5036","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:38:00"
"5037","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:39:00"
"5038","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:40:00"
"5039","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:41:00"
"5040","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:42:00"
"5041","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:43:00"
"5042","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:44:00"
"5043","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:46:00"
"5044","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:47:00"
"5045","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:50:00"
"5046","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:50:00"
"5047","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:51:00"
"5048","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:53:00"
"5049","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:53:00"
"5050","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:54:00"
"5051","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:55:00"
"5052","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 14:55:00"
"5053","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:56:00"
"5054","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 14:56:00"
"5055","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:56:00"
"5056","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 14:58:00"
"5057","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 14:58:00"
"5058","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 14:59:00"
"5059","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:00:00"
"5060","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:01:00"
"5061","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:01:00"
"5062","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:01:00"
"5063","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:02:00"
"5064","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:04:00"
"5065","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:05:00"
"5066","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:05:00"
"5067","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:09:00"
"5068","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:09:00"
"5069","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:11:00"
"5070","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:11:00"
"5071","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:12:00"
"5072","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:13:00"
"5073","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:14:00"
"5074","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:14:00"
"5075","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:14:00"
"5076","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:15:00"
"5077","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:17:00"
"5078","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:18:00"
"5079","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:20:00"
"5080","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:23:00"
"5081","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:23:00"
"5082","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 15:24:00"
"5083","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:25:00"
"5084","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:26:00"
"5085","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:26:00"
"5086","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:27:00"
"5087","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:27:00"
"5088","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:28:00"
"5089","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 15:28:00"
"5090","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:29:00"
"5091","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:30:00"
"5092","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:30:00"
"5093","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 15:31:00"
"5094","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:31:00"
"5095","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:32:00"
"5096","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:32:00"
"5097","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:33:00"
"5098","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:34:00"
"5099","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:34:00"
"5100","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:34:00"
"5101","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:35:00"
"5102","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:36:00"
"5103","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:36:00"
"5104","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:36:00"
"5105","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:38:00"
"5106","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:38:00"
"5107","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 15:39:00"
"5108","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:39:00"
"5109","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:40:00"
"5110","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:41:00"
"5111","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:41:00"
"5112","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:41:00"
"5113","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:42:00"
"5114","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:43:00"
"5115","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:43:00"
"5116","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:43:00"
"5117","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:44:00"
"5118","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:45:00"
"5119","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:46:00"
"5120","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:47:00"
"5121","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:47:00"
"5122","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:48:00"
"5123","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:48:00"
"5124","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:49:00"
"5125","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:50:00"
"5126","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:52:00"
"5127","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:53:00"
"5128","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:54:00"
"5129","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 15:54:00"
"5130","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:55:00"
"5131","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:56:00"
"5132","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:56:00"
"5133","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 15:58:00"
"5134","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 15:58:00"
"5135","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 15:59:00"
"5136","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:00:00"
"5137","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:01:00"
"5138","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 16:02:00"
"5139","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:03:00"
"5140","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:06:00"
"5141","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 16:08:00"
"5142","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 16:09:00"
"5143","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:10:00"
"5144","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:11:00"
"5145","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:12:00"
"5146","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:12:00"
"5147","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:14:00"
"5148","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:14:00"
"5149","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 16:15:00"
"5150","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:16:00"
"5151","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:16:00"
"5152","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:18:00"
"5153","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:18:00"
"5154","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:19:00"
"5155","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:20:00"
"5156","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:20:00"
"5157","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:21:00"
"5158","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:22:00"
"5159","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:22:00"
"5160","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:23:00"
"5161","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:24:00"
"5162","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:24:00"
"5163","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:25:00"
"5164","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:26:00"
"5165","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:26:00"
"5166","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 16:26:00"
"5167","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:28:00"
"5168","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 16:32:00"
"5169","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 16:32:00"
"5170","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:33:00"
"5171","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 16:34:00"
"5172","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 16:35:00"
"5173","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:35:00"
"5174","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:39:00"
"5175","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:39:00"
"5176","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:42:00"
"5177","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 16:43:00"
"5178","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:47:00"
"5179","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 16:52:00"
"5180","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 16:54:00"
"5181","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 16:55:00"
"5182","aquaHub-660143","9001-43287","Female",201,2025-09-18,"2025-09-18 17:00:00"
"5183","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:02:00"
"5184","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 17:03:00"
"5185","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:03:00"
"5186","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 17:06:00"
"5187","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:06:00"
"5188","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 17:07:00"
"5189","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 17:09:00"
"5190","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 17:09:00"
"5191","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:11:00"
"5192","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 17:11:00"
"5193","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 17:13:00"
"5194","aquaHub-660273","9001-52022","Male",1.6,2025-09-18,"2025-09-18 17:15:00"
"5195","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 17:15:00"
"5196","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:16:00"
"5197","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 17:17:00"
"5198","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 17:18:00"
"5199","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:18:00"
"5200","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 17:19:00"
"5201","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 17:20:00"
"5202","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:21:00"
"5203","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 17:21:00"
"5204","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 17:22:00"
"5205","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:23:00"
"5206","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 17:23:00"
"5207","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 17:26:00"
"5208","aquaHub-660298","9001-52031","Male",1.6,2025-09-18,"2025-09-18 17:28:00"
"5209","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 17:28:00"
"5210","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:29:00"
"5211","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 17:31:00"
"5212","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 17:32:00"
"5213","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 17:35:00"
"5214","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 17:36:00"
"5215","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 17:36:00"
"5216","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 17:38:00"
"5217","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 17:39:00"
"5218","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 17:39:00"
"5219","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 17:41:00"
